sales_month,department,category,units_sold,revenue,cost,gross_margin_dollars,gross_margin_rate
2024-11-01,Women,Pants & Capris,46,2885.97,1536.14,1349.83,0.4677
2024-11-01,Women,Sleep & Lounge,55,2560.35,1559.67,1000.68,0.3908
2024-11-01,Women,Fashion Hoodies & Sweatshirts,52,2294.11,1070.16,1223.95,0.5335
2024-11-01,Women,Suits,18,2181.38,1318.52,862.86,0.3956
2024-11-01,Women,Active,45,2150.18,899.53,1250.65,0.5817
2024-11-01,Men,Underwear,78,2088.85,976.95,1111.9,0.5323
2024-11-01,Women,Shorts,61,1934.55,960.49,974.06,0.5035
2024-11-01,Women,Tops & Tees,59,1845.44,1026.21,819.23,0.4439
2024-11-01,Men,Socks,86,1543.01,928.52,614.49,0.3982
2024-11-01,Women,Skirts,29,1496.88,620.93,875.95,0.5852
2024-11-01,Women,Leggings,35,1389.32,853.01,536.31,0.386
2024-11-01,Women,Plus,39,1350.02,675.12,674.9,0.4999
2024-11-01,Women,Socks & Hosiery,46,741.44,299.89,441.55,0.5955
2024-11-01,Women,Jumpsuits & Rompers,11,365.58,194.56,171.02,0.4678
2024-11-01,Women,Clothing Sets,2,118.98,70.27,48.71,0.4094
2024-12-01,Men,Outerwear & Coats,94,13006.27,5733.66,7272.61,0.5592
2024-12-01,Men,Sweaters,108,8940.81,4492.1,4448.71,0.4976
2024-12-01,Men,Jeans,98,8769.56,4677.21,4092.35,0.4667
2024-12-01,Men,Suits & Sport Coats,62,6683.74,2626.09,4057.65,0.6071
2024-12-01,Women,Dresses,71,6553.8,2953.24,3600.56,0.5494
2024-12-01,Women,Intimates,160,6033.55,3207.04,2826.51,0.4685
2024-12-01,Women,Outerwear & Coats,42,5934.37,2712.34,3222.03,0.5429
2024-12-01,Men,Fashion Hoodies & Sweatshirts,98,5366.85,2928.68,2438.17,0.4543
2024-12-01,Men,Sleep & Lounge,89,5267.16,2097.03,3170.13,0.6019
2024-12-01,Men,Pants,79,5018.4,2294.52,2723.88,0.5428
2024-12-01,Women,Swim,67,4940.77,2050.46,2890.31,0.585
2024-12-01,Men,Swim,97,4605.38,2758.47,1846.91,0.401
2024-12-01,Women,Jeans,50,4364.09,2366.9,1997.19,0.4576
2024-12-01,Men,Active,74,4094.4,1695.35,2399.05,0.5859
2024-12-01,Women,Active,64,3715.99,1568.84,2147.15,0.5778
2024-12-01,Men,Tops & Tees,98,3537.01,1972.38,1564.63,0.4424
2024-12-01,Women,Sleep & Lounge,71,3421.17,2068.02,1353.15,0.3955
2024-12-01,Men,Shorts,70,3367.04,1663.39,1703.65,0.506
2024-12-01,Women,Maternity,65,2862.81,1277.07,1585.74,0.5539
2024-12-01,Women,Fashion Hoodies & Sweatshirts,61,2843.6,1344.28,1499.32,0.5273
2024-12-01,Women,Plus,56,2724.91,1337.45,1387.46,0.5092
2024-12-01,Men,Underwear,95,2680.79,1258.02,1422.77,0.5307
2024-12-01,Men,Accessories,74,2634.51,1038.39,1596.12,0.6059
2024-12-01,Women,Sweaters,39,2526.15,1122.35,1403.8,0.5557
2024-12-01,Women,Blazers & Jackets,38,2523.47,958.95,1564.52,0.62
2024-12-01,Women,Pants & Capris,49,2424.39,1292.61,1131.78,0.4668
2024-12-01,Women,Accessories,61,2312.2,932.46,1379.74,0.5967
2024-12-01,Women,Shorts,46,2215.8,1101.72,1114.08,0.5028
2024-12-01,Women,Skirts,34,1678.06,655.08,1022.98,0.6096
2024-12-01,Women,Leggings,52,1539.27,939.72,599.55,0.3895
2024-12-01,Men,Socks,85,1529.3,914.43,614.87,0.4021
2024-12-01,Women,Tops & Tees,43,1247.9,693.1,554.8,0.4446
2024-12-01,Women,Socks & Hosiery,58,925.2,364.63,560.57,0.6059
2024-12-01,Women,Suits,9,858.38,506.59,351.79,0.4098
2024-12-01,Women,Jumpsuits & Rompers,12,482.44,260.58,221.86,0.4599
2024-12-01,Women,Clothing Sets,2,234.0,137.34,96.66,0.4131
2025-01-01,Men,Outerwear & Coats,77,13545.37,5900.52,7644.85,0.5644
2025-01-01,Men,Jeans,98,10497.38,5573.36,4924.02,0.4691
2025-01-01,Men,Suits & Sport Coats,67,10034.07,3977.48,6056.59,0.6036
2025-01-01,Women,Intimates,212,7153.26,3797.18,3356.08,0.4692
2025-01-01,Women,Jeans,76,7031.45,3829.08,3202.37,0.4554
2025-01-01,Men,Pants,113,6815.29,3153.37,3661.92,0.5373
2025-01-01,Men,Fashion Hoodies & Sweatshirts,114,6089.1,3311.1,2778.0,0.4562
2025-01-01,Women,Outerwear & Coats,46,6041.24,2702.6,3338.64,0.5526
2025-01-01,Women,Dresses,76,5779.73,2609.04,3170.69,0.5486
2025-01-01,Men,Sweaters,83,5719.13,2858.95,2860.18,0.5001
2025-01-01,Men,Sleep & Lounge,98,5320.51,2136.27,3184.24,0.5985
2025-01-01,Men,Tops & Tees,120,4837.51,2714.67,2122.84,0.4388
2025-01-01,Men,Shorts,103,4763.27,2387.43,2375.84,0.4988
2025-01-01,Men,Swim,91,4611.04,2767.37,1843.67,0.3998
2025-01-01,Women,Blazers & Jackets,40,3920.51,1471.26,2449.25,0.6247
2025-01-01,Women,Maternity,73,3636.8,1618.77,2018.03,0.5549
2025-01-01,Women,Sweaters,66,3600.33,1612.05,1988.28,0.5522
2025-01-01,Women,Fashion Hoodies & Sweatshirts,74,3571.29,1667.52,1903.77,0.5331
2025-01-01,Men,Accessories,78,3371.46,1353.39,2018.07,0.5986
2025-01-01,Women,Swim,52,3279.83,1361.28,1918.55,0.585
2025-01-01,Women,Sleep & Lounge,66,3239.87,1934.15,1305.72,0.403
2025-01-01,Women,Pants & Capris,50,2898.76,1528.71,1370.05,0.4726
2025-01-01,Women,Plus,63,2823.19,1382.53,1440.66,0.5103
2025-01-01,Men,Underwear,96,2683.01,1287.62,1395.39,0.5201
2025-01-01,Women,Tops & Tees,70,2677.37,1489.72,1187.65,0.4436
2025-01-01,Women,Active,54,2525.88,1047.39,1478.49,0.5853
2025-01-01,Women,Shorts,71,2516.37,1251.03,1265.34,0.5028
2025-01-01,Men,Active,61,2397.23,1018.3,1378.93,0.5752
2025-01-01,Women,Suits,18,2071.47,1223.91,847.56,0.4092
2025-01-01,Women,Accessories,46,2024.59,824.47,1200.12,0.5928
2025-01-01,Women,Skirts,37,1943.03,775.51,1167.52,0.6009
2025-01-01,Men,Socks,82,1549.76,930.36,619.4,0.3997
2025-01-01,Women,Leggings,51,1305.8,791.28,514.52,0.394
2025-01-01,Women,Socks & Hosiery,53,1026.73,410.11,616.62,0.6006
2025-01-01,Women,Jumpsuits & Rompers,12,522.5,282.23,240.27,0.4599
2025-01-01,Women,Clothing Sets,3,214.98,130.83,84.15,0.3914
2025-02-01,Men,Outerwear & Coats,79,12333.72,5421.84,6911.88,0.5604
2025-02-01,Men,Jeans,92,9027.69,4830.26,4197.43,0.465
2025-02-01,Men,Suits & Sport Coats,66,8396.85,3357.76,5039.09,0.6001
2025-02-01,Women,Intimates,174,6700.61,3580.53,3120.08,0.4656
2025-02-01,Men,Sweaters,84,6507.84,3260.48,3247.36,0.499
2025-02-01,Men,Pants,102,5833.6,2655.79,3177.81,0.5447
2025-02-01,Women,Jeans,53,5751.45,3125.6,2625.85,0.4566
2025-02-01,Women,Outerwear & Coats,42,5308.75,2371.41,2937.34,0.5533
2025-02-01,Women,Swim,75,5185.83,2173.86,3011.97,0.5808
2025-02-01,Women,Dresses,65,4803.58,2174.06,2629.52,0.5474
2025-02-01,Men,Fashion Hoodies & Sweatshirts,86,4522.85,2512.15,2010.7,0.4446
2025-02-01,Men,Shorts,74,4139.06,2053.37,2085.69,0.5039
2025-02-01,Men,Sleep & Lounge,86,4135.14,1634.04,2501.1,0.6048
2025-02-01,Women,Sweaters,53,3672.6,1687.74,1984.86,0.5405
2025-02-01,Men,Tops & Tees,91,3637.87,2032.46,1605.41,0.4413
2025-02-01,Women,Fashion Hoodies & Sweatshirts,75,3472.51,1651.16,1821.35,0.5245
2025-02-01,Men,Swim,72,3409.34,2034.43,1374.91,0.4033
2025-02-01,Men,Active,82,3306.15,1378.9,1927.25,0.5829
2025-02-01,Men,Accessories,82,3164.95,1261.31,1903.64,0.6015
2025-02-01,Women,Sleep & Lounge,63,3105.71,1879.42,1226.29,0.3949
2025-02-01,Women,Active,37,2986.86,1239.59,1747.27,0.585
2025-02-01,Women,Maternity,62,2930.02,1309.52,1620.5,0.5531
2025-02-01,Women,Accessories,61,2698.26,1088.42,1609.84,0.5966
2025-02-01,Women,Pants & Capris,45,2654.45,1402.48,1251.97,0.4717
2025-02-01,Men,Underwear,94,2488.33,1176.72,1311.61,0.5271
2025-02-01,Women,Tops & Tees,54,2187.52,1215.66,971.86,0.4443
2025-02-01,Women,Blazers & Jackets,28,1763.17,667.77,1095.4,0.6213
2025-02-01,Women,Shorts,45,1725.15,876.06,849.09,0.4922
2025-02-01,Men,Socks,88,1633.68,976.84,656.84,0.4021
2025-02-01,Women,Plus,47,1445.44,737.21,708.23,0.49
2025-02-01,Women,Skirts,22,1277.92,501.57,776.35,0.6075
2025-02-01,Women,Suits,13,1271.63,769.21,502.42,0.3951
2025-02-01,Women,Leggings,47,1215.59,735.95,479.64,0.3946
2025-02-01,Women,Socks & Hosiery,49,779.61,313.37,466.24,0.598
2025-02-01,Women,Jumpsuits & Rompers,14,775.28,398.26,377.02,0.4863
2025-02-01,Women,Clothing Sets,3,260.99,160.51,100.48,0.385
2025-03-01,Men,Suits & Sport Coats,75,10069.88,3961.94,6107.94,0.6066
2025-03-01,Men,Jeans,106,10033.96,5262.81,4771.15,0.4755
2025-03-01,Men,Outerwear & Coats,67,9759.81,4270.52,5489.29,0.5624
2025-03-01,Men,Sweaters,104,9263.34,4683.37,4579.97,0.4944
2025-03-01,Women,Outerwear & Coats,54,8310.29,3735.07,4575.22,0.5505
2025-03-01,Women,Intimates,194,6163.57,3301.43,2862.14,0.4644
2025-03-01,Women,Jeans,78,6093.15,3287.28,2805.87,0.4605
2025-03-01,Women,Swim,82,5818.38,2468.64,3349.74,0.5757
2025-03-01,Men,Pants,100,5789.59,2659.56,3130.03,0.5406
2025-03-01,Women,Dresses,75,5737.19,2572.38,3164.81,0.5516
2025-03-01,Men,Sleep & Lounge,109,5362.64,2128.28,3234.36,0.6031
2025-03-01,Women,Blazers & Jackets,54,5122.7,1965.87,3156.83,0.6162
2025-03-01,Men,Fashion Hoodies & Sweatshirts,84,5054.78,2783.0,2271.78,0.4494
2025-03-01,Men,Shorts,99,4440.29,2190.89,2249.4,0.5066
2025-03-01,Women,Fashion Hoodies & Sweatshirts,83,4366.25,2073.15,2293.1,0.5252
2025-03-01,Men,Swim,91,4305.69,2590.59,1715.1,0.3983
2025-03-01,Women,Sweaters,63,4293.98,1898.47,2395.51,0.5579
2025-03-01,Men,Tops & Tees,108,4067.9,2285.07,1782.83,0.4383
2025-03-01,Men,Active,78,3884.37,1667.66,2216.71,0.5707
2025-03-01,Men,Accessories,95,3695.58,1455.95,2239.63,0.606
2025-03-01,Women,Active,64,3658.39,1529.31,2129.08,0.582
2025-03-01,Women,Sleep & Lounge,80,3602.02,2174.82,1427.2,0.3962
2025-03-01,Women,Maternity,66,3315.92,1467.14,1848.78,0.5575
2025-03-01,Women,Tops & Tees,79,3245.38,1823.38,1422.0,0.4382
2025-03-01,Women,Pants & Capris,61,3041.52,1639.28,1402.24,0.461
2025-03-01,Women,Shorts,71,2939.06,1456.04,1483.02,0.5046
2025-03-01,Men,Underwear,107,2834.47,1337.8,1496.67,0.528
2025-03-01,Women,Accessories,69,2681.37,1098.94,1582.43,0.5902
2025-03-01,Women,Suits,19,2318.65,1378.82,939.83,0.4053
2025-03-01,Women,Plus,65,2316.64,1182.16,1134.48,0.4897
2025-03-01,Women,Skirts,38,2192.07,875.98,1316.09,0.6004
2025-03-01,Men,Socks,107,1950.5,1176.68,773.82,0.3967
2025-03-01,Women,Leggings,46,1127.32,695.47,431.85,0.3831
2025-03-01,Women,Socks & Hosiery,47,769.34,306.29,463.05,0.6019
2025-03-01,Women,Jumpsuits & Rompers,15,716.25,367.06,349.19,0.4875
2025-03-01,Women,Clothing Sets,4,324.98,197.62,127.36,0.3919
2025-04-01,Men,Outerwear & Coats,80,12453.12,5495.35,6957.77,0.5587
2025-04-01,Men,Jeans,104,10218.89,5503.31,4715.58,0.4615
2025-04-01,Men,Suits & Sport Coats,62,8179.07,3249.86,4929.21,0.6027
2025-04-01,Women,Outerwear & Coats,52,8062.03,3662.11,4399.92,0.5458
2025-04-01,Women,Intimates,216,7570.87,4025.51,3545.36,0.4683
2025-04-01,Women,Jeans,75,7074.9,3852.52,3222.38,0.4555
2025-04-01,Women,Swim,98,6468.45,2728.84,3739.61,0.5781
2025-04-01,Men,Sweaters,90,6420.04,3248.82,3171.22,0.494
2025-04-01,Men,Pants,101,5868.0,2689.64,3178.36,0.5416
2025-04-01,Women,Dresses,77,5481.25,2410.74,3070.51,0.5602
2025-04-01,Men,Sleep & Lounge,101,4931.52,1950.79,2980.73,0.6044
2025-04-01,Men,Shorts,98,4741.37,2360.97,2380.4,0.502
2025-04-01,Women,Sweaters,57,4715.2,2099.24,2615.96,0.5548
2025-04-01,Men,Fashion Hoodies & Sweatshirts,79,4517.84,2526.23,1991.61,0.4408
2025-04-01,Men,Swim,97,4433.48,2672.47,1761.01,0.3972
2025-04-01,Men,Accessories,84,4377.31,1763.96,2613.35,0.597
2025-04-01,Women,Fashion Hoodies & Sweatshirts,77,4094.4,1925.67,2168.73,0.5297
2025-04-01,Women,Maternity,69,3676.42,1628.51,2047.91,0.557
2025-04-01,Men,Active,81,3599.71,1508.78,2090.93,0.5809
2025-04-01,Men,Tops & Tees,94,3562.66,1984.72,1577.94,0.4429
2025-04-01,Women,Blazers & Jackets,49,3554.32,1369.57,2184.75,0.6147
2025-04-01,Women,Plus,68,3356.16,1650.61,1705.55,0.5082
2025-04-01,Women,Sleep & Lounge,72,3286.27,1940.78,1345.49,0.4094
2025-04-01,Women,Accessories,65,3134.63,1285.11,1849.52,0.59
2025-04-01,Men,Underwear,96,2568.86,1209.73,1359.13,0.5291
2025-04-01,Women,Shorts,70,2440.3,1195.18,1245.12,0.5102
2025-04-01,Women,Active,48,2249.84,904.97,1344.87,0.5978
2025-04-01,Women,Pants & Capris,38,1801.3,950.12,851.18,0.4725
2025-04-01,Women,Tops & Tees,49,1668.79,923.55,745.24,0.4466
2025-04-01,Women,Suits,14,1555.74,960.61,595.13,0.3825
2025-04-01,Men,Socks,82,1490.61,896.44,594.17,0.3986
2025-04-01,Women,Skirts,29,1348.51,541.33,807.18,0.5986
2025-04-01,Women,Leggings,50,1198.68,718.44,480.24,0.4006
2025-04-01,Women,Socks & Hosiery,53,975.68,383.85,591.83,0.6066
2025-04-01,Women,Jumpsuits & Rompers,19,883.55,466.41,417.14,0.4721
2025-04-01,Women,Clothing Sets,6,599.98,382.35,217.63,0.3627
2025-05-01,Men,Outerwear & Coats,90,15297.22,6880.38,8416.84,0.5502
2025-05-01,Men,Jeans,123,13455.42,7123.38,6332.04,0.4706
2025-05-01,Women,Intimates,243,9190.05,4921.25,4268.8,0.4645
2025-05-01,Men,Suits & Sport Coats,73,8934.97,3624.21,5310.76,0.5944
2025-05-01,Women,Outerwear & Coats,50,8706.73,3917.31,4789.42,0.5501
2025-05-01,Women,Jeans,92,8301.45,4463.8,3837.65,0.4623
2025-05-01,Men,Pants,130,7412.98,3401.97,4011.01,0.5411
2025-05-01,Men,Sweaters,93,7062.14,3528.12,3534.02,0.5004
2025-05-01,Women,Dresses,79,6348.87,2788.66,3560.21,0.5608
2025-05-01,Men,Fashion Hoodies & Sweatshirts,99,5978.88,3281.48,2697.4,0.4512
2025-05-01,Men,Swim,115,5798.85,3468.98,2329.87,0.4018
2025-05-01,Men,Sleep & Lounge,105,5532.37,2206.33,3326.04,0.6012
2025-05-01,Men,Shorts,108,4893.56,2450.62,2442.94,0.4992
2025-05-01,Men,Tops & Tees,122,4635.03,2603.53,2031.5,0.4383
2025-05-01,Women,Sweaters,73,4438.35,1995.96,2442.39,0.5503
2025-05-01,Women,Blazers & Jackets,46,4055.17,1516.93,2538.24,0.6259
2025-05-01,Women,Maternity,80,4029.4,1764.72,2264.68,0.562
2025-05-01,Women,Swim,68,3942.58,1653.46,2289.12,0.5806
2025-05-01,Men,Accessories,79,3778.13,1451.73,2326.4,0.6158
2025-05-01,Women,Fashion Hoodies & Sweatshirts,76,3345.84,1573.29,1772.55,0.5298
2025-05-01,Women,Pants & Capris,51,3329.33,1763.39,1565.94,0.4703
2025-05-01,Women,Shorts,75,3164.6,1583.14,1581.46,0.4997
2025-05-01,Women,Accessories,62,3109.47,1267.5,1841.97,0.5924
2025-05-01,Women,Tops & Tees,63,3088.44,1709.76,1378.68,0.4464
2025-05-01,Women,Plus,71,2890.33,1433.41,1456.92,0.5041
2025-05-01,Men,Underwear,104,2853.38,1339.94,1513.44,0.5304
2025-05-01,Women,Sleep & Lounge,65,2675.01,1606.74,1068.27,0.3994
2025-05-01,Men,Active,66,2651.98,1108.65,1543.33,0.582
2025-05-01,Women,Active,54,2442.64,1018.09,1424.55,0.5832
2025-05-01,Women,Skirts,22,1766.67,688.58,1078.09,0.6102
2025-05-01,Men,Socks,85,1494.65,909.52,585.13,0.3915
2025-05-01,Women,Suits,11,1300.33,778.7,521.63,0.4012
2025-05-01,Women,Leggings,50,1225.79,725.36,500.43,0.4082
2025-05-01,Women,Socks & Hosiery,58,1182.77,467.04,715.73,0.6051
2025-05-01,Women,Jumpsuits & Rompers,16,518.81,277.43,241.38,0.4653
2025-05-01,Women,Clothing Sets,2,214.0,135.55,78.45,0.3666
2025-06-01,Men,Outerwear & Coats,100,12924.81,5719.01,7205.8,0.5575
2025-06-01,Men,Jeans,124,11663.84,6261.95,5401.89,0.4631
2025-06-01,Men,Suits & Sport Coats,83,10887.45,4388.12,6499.33,0.597
2025-06-01,Men,Sweaters,122,8899.18,4443.98,4455.2,0.5006
2025-06-01,Men,Pants,127,8018.14,3688.02,4330.12,0.54
2025-06-01,Women,Jeans,74,7317.71,3902.76,3414.95,0.4667
2025-06-01,Women,Intimates,201,6800.64,3607.48,3193.16,0.4695
2025-06-01,Men,Fashion Hoodies & Sweatshirts,101,6028.93,3328.58,2700.35,0.4479
2025-06-01,Women,Dresses,86,5901.41,2654.29,3247.12,0.5502
2025-06-01,Men,Swim,123,5815.12,3486.86,2328.26,0.4004
2025-06-01,Men,Tops & Tees,130,5597.39,3140.95,2456.44,0.4389
2025-06-01,Women,Swim,74,5197.25,2193.55,3003.7,0.5779
2025-06-01,Women,Outerwear & Coats,40,4962.72,2209.82,2752.9,0.5547
2025-06-01,Men,Shorts,99,4669.04,2350.94,2318.1,0.4965
2025-06-01,Men,Sleep & Lounge,89,4186.19,1648.43,2537.76,0.6062
2025-06-01,Women,Sweaters,57,3873.99,1765.99,2108.0,0.5441
2025-06-01,Women,Maternity,78,3826.61,1681.5,2145.11,0.5606
2025-06-01,Women,Fashion Hoodies & Sweatshirts,81,3801.19,1798.49,2002.7,0.5269
2025-06-01,Men,Active,74,3640.15,1520.84,2119.31,0.5822
2025-06-01,Women,Blazers & Jackets,38,3377.07,1273.63,2103.44,0.6229
2025-06-01,Men,Accessories,76,3371.05,1364.9,2006.15,0.5951
2025-06-01,Women,Tops & Tees,75,3302.68,1848.38,1454.3,0.4403
2025-06-01,Women,Plus,70,3106.5,1551.1,1555.4,0.5007
2025-06-01,Men,Underwear,116,3066.34,1452.73,1613.61,0.5262
2025-06-01,Women,Sleep & Lounge,59,2685.29,1600.48,1084.81,0.404
2025-06-01,Women,Shorts,59,2621.09,1331.11,1289.98,0.4922
2025-06-01,Women,Pants & Capris,46,2379.44,1257.07,1122.37,0.4717
2025-06-01,Women,Accessories,55,2269.03,939.16,1329.87,0.5861
2025-06-01,Women,Active,52,2028.85,866.97,1161.88,0.5727
2025-06-01,Women,Suits,21,1915.6,1149.17,766.43,0.4001
2025-06-01,Women,Skirts,34,1841.99,733.23,1108.76,0.6019
2025-06-01,Women,Leggings,45,1639.52,957.04,682.48,0.4163
2025-06-01,Men,Socks,85,1546.0,930.27,615.73,0.3983
2025-06-01,Women,Socks & Hosiery,68,1203.44,494.1,709.34,0.5894
2025-06-01,Women,Clothing Sets,5,395.99,243.19,152.8,0.3859
2025-06-01,Women,Jumpsuits & Rompers,10,364.55,183.54,181.01,0.4965
2025-07-01,Men,Jeans,144,14805.4,7907.75,6897.65,0.4659
2025-07-01,Men,Outerwear & Coats,96,13041.97,5817.73,7224.24,0.5539
2025-07-01,Men,Suits & Sport Coats,97,11800.84,4710.6,7090.24,0.6008
2025-07-01,Women,Jeans,108,10878.16,5898.31,4979.85,0.4578
2025-07-01,Men,Sweaters,117,10098.96,5110.49,4988.47,0.494
2025-07-01,Women,Intimates,233,8196.58,4375.33,3821.25,0.4662
2025-07-01,Women,Outerwear & Coats,62,8164.29,3638.4,4525.89,0.5544
2025-07-01,Women,Dresses,83,7157.79,3243.44,3914.35,0.5469
2025-07-01,Men,Fashion Hoodies & Sweatshirts,114,7102.99,3932.57,3170.42,0.4464
2025-07-01,Men,Shorts,122,6590.4,3340.79,3249.61,0.4931
2025-07-01,Men,Sleep & Lounge,120,6452.17,2564.57,3887.6,0.6025
2025-07-01,Women,Swim,85,6201.51,2617.42,3584.09,0.5779
2025-07-01,Men,Swim,112,5873.12,3562.27,2310.85,0.3935
2025-07-01,Men,Tops & Tees,136,5648.24,3176.67,2471.57,0.4376
2025-07-01,Men,Pants,95,5284.16,2413.71,2870.45,0.5432
2025-07-01,Women,Sleep & Lounge,91,4797.0,2878.06,1918.94,0.4
2025-07-01,Women,Maternity,83,4637.31,2027.11,2610.2,0.5629
2025-07-01,Men,Active,86,4511.22,1901.09,2610.13,0.5786
2025-07-01,Women,Sweaters,77,4483.77,2006.05,2477.72,0.5526
2025-07-01,Women,Blazers & Jackets,39,4475.88,1666.77,2809.11,0.6276
2025-07-01,Women,Pants & Capris,58,4355.07,2276.88,2078.19,0.4772
2025-07-01,Women,Fashion Hoodies & Sweatshirts,82,4159.84,1944.14,2215.7,0.5326
2025-07-01,Women,Active,67,3885.3,1610.45,2274.85,0.5855
2025-07-01,Men,Accessories,100,3872.43,1591.84,2280.59,0.5889
2025-07-01,Men,Underwear,139,3836.47,1800.84,2035.63,0.5306
2025-07-01,Women,Accessories,69,2809.72,1133.48,1676.24,0.5966
2025-07-01,Women,Tops & Tees,77,2797.5,1578.9,1218.6,0.4356
2025-07-01,Women,Shorts,72,2651.02,1348.86,1302.16,0.4912
2025-07-01,Women,Plus,65,2117.22,1050.11,1067.11,0.504
2025-07-01,Men,Socks,117,2033.2,1228.54,804.66,0.3958
2025-07-01,Women,Skirts,37,2000.21,801.82,1198.39,0.5991
2025-07-01,Women,Leggings,63,1449.2,870.06,579.14,0.3996
2025-07-01,Women,Suits,11,1380.3,821.36,558.94,0.4049
2025-07-01,Women,Socks & Hosiery,48,854.51,345.73,508.78,0.5954
2025-07-01,Women,Clothing Sets,7,647.97,393.42,254.55,0.3928
2025-07-01,Women,Jumpsuits & Rompers,20,634.34,339.76,294.58,0.4644
2025-08-01,Men,Jeans,144,15342.43,8103.97,7238.46,0.4718
2025-08-01,Men,Outerwear & Coats,90,11533.34,5094.59,6438.75,0.5583
2025-08-01,Men,Suits & Sport Coats,89,11427.61,4596.23,6831.38,0.5978
2025-08-01,Women,Jeans,102,10371.91,5617.11,4754.8,0.4584
2025-08-01,Men,Sweaters,135,10311.55,5141.64,5169.91,0.5014
2025-08-01,Women,Outerwear & Coats,58,8274.06,3763.14,4510.92,0.5452
2025-08-01,Women,Intimates,241,8259.35,4398.52,3860.83,0.4675
2025-08-01,Women,Sweaters,91,7535.19,3339.27,4195.92,0.5568
2025-08-01,Women,Dresses,82,6831.79,3041.06,3790.73,0.5549
2025-08-01,Men,Pants,134,6770.09,3098.65,3671.44,0.5423
2025-08-01,Women,Blazers & Jackets,62,6721.29,2610.46,4110.83,0.6116
2025-08-01,Men,Swim,126,6085.93,3646.48,2439.45,0.4008
2025-08-01,Men,Fashion Hoodies & Sweatshirts,113,5980.62,3287.5,2693.12,0.4503
2025-08-01,Men,Shorts,117,5947.42,2990.03,2957.39,0.4973
2025-08-01,Women,Swim,82,5632.16,2381.76,3250.4,0.5771
2025-08-01,Men,Tops & Tees,130,5462.14,3033.53,2428.61,0.4446
2025-08-01,Women,Maternity,97,5237.12,2301.71,2935.41,0.5605
2025-08-01,Men,Sleep & Lounge,88,5054.18,2031.91,3022.27,0.598
2025-08-01,Women,Fashion Hoodies & Sweatshirts,86,4606.16,2160.72,2445.44,0.5309
2025-08-01,Men,Accessories,106,4398.98,1787.72,2611.26,0.5936
2025-08-01,Women,Sleep & Lounge,84,4278.73,2545.12,1733.61,0.4052
2025-08-01,Men,Active,99,4149.02,1749.32,2399.7,0.5784
2025-08-01,Women,Shorts,100,4091.98,2022.5,2069.48,0.5057
2025-08-01,Women,Tops & Tees,81,4052.25,2288.21,1764.04,0.4353
2025-08-01,Men,Socks,115,3308.6,2006.16,1302.44,0.3937
2025-08-01,Men,Underwear,125,3080.86,1444.23,1636.63,0.5312
2025-08-01,Women,Pants & Capris,66,2941.4,1552.83,1388.57,0.4721
2025-08-01,Women,Accessories,72,2608.7,1050.84,1557.86,0.5972
2025-08-01,Women,Plus,81,2391.48,1203.94,1187.54,0.4966
2025-08-01,Women,Suits,20,2160.44,1319.66,840.78,0.3892
2025-08-01,Women,Active,48,2148.08,885.16,1262.92,0.5879
2025-08-01,Women,Skirts,36,1802.25,730.67,1071.58,0.5946
2025-08-01,Women,Jumpsuits & Rompers,19,1667.5,920.4,747.1,0.448
2025-08-01,Women,Leggings,60,1339.97,808.02,531.95,0.397
2025-08-01,Women,Socks & Hosiery,71,1076.36,435.43,640.93,0.5955
2025-08-01,Women,Clothing Sets,1,38.99,25.54,13.45,0.345
2025-09-01,Men,Jeans,145,14698.04,7838.31,6859.73,0.4667
2025-09-01,Men,Outerwear & Coats,109,13704.27,6088.86,7615.41,0.5557
2025-09-01,Men,Suits & Sport Coats,92,12812.02,5107.69,7704.33,0.6013
2025-09-01,Men,Sweaters,143,11742.53,5891.28,5851.25,0.4983
2025-09-01,Women,Outerwear & Coats,62,8759.53,3930.6,4828.93,0.5513
2025-09-01,Men,Pants,148,8732.62,3969.29,4763.33,0.5455
2025-09-01,Women,Dresses,104,8185.5,3694.07,4491.43,0.5487
2025-09-01,Men,Fashion Hoodies & Sweatshirts,120,7555.42,4152.16,3403.26,0.4504
2025-09-01,Women,Intimates,207,7522.06,4012.6,3509.46,0.4666
2025-09-01,Women,Jeans,72,6823.83,3652.57,3171.26,0.4647
2025-09-01,Men,Shorts,137,6042.85,3043.26,2999.59,0.4964
2025-09-01,Men,Swim,115,6006.08,3618.21,2387.87,0.3976
2025-09-01,Women,Blazers & Jackets,56,5805.46,2219.27,3586.19,0.6177
2025-09-01,Women,Sweaters,73,5704.44,2483.67,3220.77,0.5646
2025-09-01,Women,Swim,80,5651.11,2407.12,3243.99,0.574
2025-09-01,Men,Tops & Tees,131,5645.27,3184.9,2460.37,0.4358
2025-09-01,Men,Sleep & Lounge,107,5640.06,2244.91,3395.15,0.602
2025-09-01,Men,Active,97,4953.83,2075.05,2878.78,0.5811
2025-09-01,Men,Accessories,95,4941.77,1972.39,2969.38,0.6009
2025-09-01,Women,Maternity,87,4678.52,2083.19,2595.33,0.5547
2025-09-01,Women,Fashion Hoodies & Sweatshirts,93,4497.04,2116.6,2380.44,0.5293
2025-09-01,Men,Underwear,139,4050.69,1910.95,2139.74,0.5282
2025-09-01,Women,Active,69,3752.46,1580.32,2172.14,0.5789
