brand,category,department,units_sold,revenue,cost,gross_margin_dollars,gross_margin_rate
Kodiak,Socks,Men,13,259.87,164.46,95.41,0.3672
Stetson,Jeans,Men,3,194.97,99.63,95.34,0.489
UNIONBAY,Fashion Hoodies & Sweatshirts,Women,6,192.0,96.77,95.23,0.496
Zorrel,Active,Men,7,175.0,79.8,95.2,0.544
Cutter & Buck,Sweaters,Men,2,190.0,94.81,95.19,0.501
deLux,Plus,Women,6,173.94,78.79,95.15,0.547
Barracuda,Swim,Men,8,228.0,132.88,95.12,0.4172
Coyuchi,Sleep & Lounge,Women,7,224.0,129.02,94.98,0.424
Nice Shades,Socks,Men,19,244.84,149.9,94.94,0.3877
JEM Shape,Intimates,Women,8,199.8,105.02,94.78,0.4744
American Apparel,Socks,Men,27,252.0,157.29,94.71,0.3758
NOLLIE,Fashion Hoodies & Sweatshirts,Women,6,180.16,85.52,94.64,0.5253
Second Base,Intimates,Women,5,220.0,125.4,94.6,0.43
Sourpuss Clothing,Sweaters,Women,4,168.0,73.42,94.58,0.563
Saved by the Bell,Fashion Hoodies & Sweatshirts,Women,6,179.7,85.18,94.52,0.526
BB Dakota,Shorts,Women,3,193.0,98.48,94.52,0.4897
Maple Clothing,Shorts,Men,9,198.0,103.55,94.45,0.477
SLS3,Active,Women,3,173.85,79.45,94.4,0.543
Connected,Dresses,Women,3,180.0,85.68,94.32,0.524
Karen Kane,Shorts,Women,10,185.75,91.53,94.22,0.5072
Stitch's,Shorts,Women,8,200.0,105.8,94.2,0.471
Marshal,Accessories,Women,10,153.15,58.99,94.16,0.6148
Bigmansland,Underwear,Men,9,188.91,94.83,94.08,0.498
American Eagle,Shorts,Women,4,198.0,103.95,94.05,0.475
Taraluna,Clothing Sets,Women,3,225.0,130.95,94.05,0.418
Fred Perry,Shorts,Men,2,175.0,81.02,93.98,0.537
Sport-Tek,Active,Women,5,169.09,75.11,93.98,0.5558
Solutions That Stick,Intimates,Women,22,195.2,101.27,93.93,0.4812
NYC FACTORY,Sleep & Lounge,Men,7,153.93,60.03,93.9,0.61
Belevation,Maternity,Women,8,172.47,78.63,93.84,0.5441
Samanthas Style Shoppe,Fashion Hoodies & Sweatshirts,Women,7,188.79,94.96,93.83,0.497
Maple Clothing,Tops & Tees,Women,9,210.91,117.11,93.8,0.4448
Kati Rose,Maternity,Women,7,154.0,60.21,93.79,0.609
Tuxedo Park,Tops & Tees,Men,14,203.0,109.3,93.7,0.4616
KAVU,Tops & Tees,Women,3,195.0,101.4,93.6,0.48
Palmland,Tops & Tees,Men,6,216.0,122.47,93.53,0.433
HUGO BOSS,Tops & Tees,Men,6,216.0,122.47,93.53,0.433
MJ Soffe,Tops & Tees,Men,12,230.0,136.57,93.43,0.4062
Annalee + Hope,Sweaters,Women,8,180.66,87.3,93.36,0.5168
Avenue,Leggings,Women,6,240.0,146.64,93.36,0.389
Willow & Clay,Blazers & Jackets,Women,2,145.5,52.23,93.27,0.641
Jamaican Style,Swim,Women,7,174.65,81.39,93.26,0.534
Russell Athletic,Outerwear & Coats,Men,5,174.95,81.7,93.25,0.533
Exocet,Shorts,Women,7,174.93,81.69,93.24,0.533
LookbookStore,Sweaters,Women,6,164.94,71.71,93.23,0.5652
North River,Pants,Men,9,179.91,86.72,93.19,0.518
BiFlex Intimates Group,Intimates,Women,3,205.68,112.51,93.17,0.453
La Palapa,Swim,Women,5,170.0,76.84,93.16,0.548
Brigi Pj's,Sleep & Lounge,Women,3,237.0,143.86,93.14,0.393
L.A. Idol,Jeans,Women,4,219.96,126.92,93.04,0.423
HoodieBuddie,Active,Women,6,149.94,56.98,92.96,0.62
CTR Specialties,Blazers & Jackets,Women,4,140.0,47.04,92.96,0.664
eVogues Apparel,Blazers & Jackets,Women,8,159.92,67.01,92.91,0.581
Nittany Outlet,Fashion Hoodies & Sweatshirts,Women,9,179.91,87.02,92.89,0.5163
Goddess,Active,Women,3,169.41,76.57,92.84,0.548
Bridgedale,Socks & Hosiery,Women,9,155.55,62.73,92.82,0.5967
Retro Fit,Sweaters,Men,5,171.55,78.74,92.81,0.541
TravelSox,Socks,Men,7,209.93,117.14,92.79,0.442
ChalkTalkSPORTS,Socks,Men,27,242.73,149.97,92.76,0.3821
TAVIK,Swim,Men,4,236.0,143.25,92.75,0.393
Jor,Swim,Men,8,224.0,131.26,92.74,0.414
Parfait by Affinitas,Intimates,Women,3,195.0,102.37,92.63,0.475
LnLClothing,Dresses,Women,21,167.79,75.16,92.63,0.552
Evolatree,Underwear,Men,12,179.88,87.36,92.52,0.5143
Hot Chillys,Underwear,Men,4,160.0,67.52,92.48,0.578
Comune,Swim,Men,5,217.5,125.06,92.44,0.425
Rombo,Outerwear & Coats,Men,2,161.0,68.75,92.25,0.573
Lamaze,Intimates,Women,9,198.0,105.84,92.16,0.4655
Ian Leino Design,Tops & Tees,Men,10,210.0,117.87,92.13,0.4387
Folter,Leggings,Women,7,230.65,138.62,92.03,0.399
Comfort Colors,Plus,Women,8,192.72,100.79,91.93,0.477
Runway,Accessories,Women,7,160.93,69.04,91.89,0.571
San Diego Hat Company,Plus,Women,7,174.65,82.78,91.87,0.526
Steve Madden,Leggings,Women,9,225.0,133.13,91.87,0.4083
Swim Stat,Swim,Women,6,155.94,64.09,91.85,0.589
Kirra,Tops & Tees,Women,8,211.0,119.26,91.74,0.4348
Funzee,Sleep & Lounge,Women,5,204.75,113.02,91.73,0.448
Diesel,Sleep & Lounge,Women,7,259.0,167.31,91.69,0.354
Nintendo,Accessories,Men,9,143.91,52.24,91.67,0.637
Ibex,Accessories,Women,2,150.0,58.35,91.65,0.611
Scottevest,Fashion Hoodies & Sweatshirts,Women,2,180.0,88.38,91.62,0.509
Legendary Whitetails,Swim,Men,8,239.92,148.51,91.41,0.381
Hot from Hollywood,Sweaters,Women,6,161.94,70.61,91.33,0.564
Kenneth Cole New York,Jeans,Men,3,208.5,117.18,91.32,0.438
Artist Merch,Fashion Hoodies & Sweatshirts,Men,5,199.95,108.97,90.98,0.455
under.me,Leggings,Women,9,216.0,125.06,90.94,0.421
Edwards Garment,Suits & Sport Coats,Men,4,159.8,68.87,90.93,0.569
Bjorn Borg,Swim,Men,5,206.05,115.18,90.87,0.441
Undefeated,Tops & Tees,Men,8,207.92,117.06,90.86,0.437
Danskin,Tops & Tees,Women,6,194.0,103.33,90.67,0.4674
Coal,Plus,Women,6,192.0,101.38,90.62,0.472
JET,Shorts,Women,8,200.0,109.4,90.6,0.453
Aviator,Shorts,Men,4,173.16,82.6,90.56,0.523
eVogues Apparel,Leggings,Women,12,228.88,138.33,90.55,0.3956
Emerson Street,Fashion Hoodies & Sweatshirts,Women,3,177.0,86.55,90.45,0.511
Mud Pie,Plus,Women,6,198.0,107.58,90.42,0.4567
Lee,Accessories,Men,7,139.93,49.54,90.39,0.646
Stone Touch,Pants,Men,3,179.97,89.81,90.16,0.501
Fourstar,Fashion Hoodies & Sweatshirts,Men,4,192.0,101.95,90.05,0.469
A.B.S. by Allen Schwartz,Intimates,Women,5,200.0,110.0,90.0,0.45
Lisse Leggings,Intimates,Women,6,204.0,114.04,89.96,0.441
Splendid,Swim,Women,3,165.0,75.24,89.76,0.544
Lacoste,Swim,Men,3,255.0,165.24,89.76,0.352
New Balance,Sleep & Lounge,Men,9,161.55,71.89,89.66,0.555
Jen's Pirate Booty,Shorts,Women,2,180.0,90.36,89.64,0.498
Quiksilver,Dresses,Women,3,178.5,88.89,89.61,0.502
Dickies Girl,Tops & Tees,Women,8,200.0,110.4,89.6,0.448
Timoteo,Sleep & Lounge,Men,4,152.0,62.47,89.53,0.589
,Fashion Hoodies & Sweatshirts,Women,4,183.8,94.29,89.51,0.487
Cashmere Int,Socks & Hosiery,Women,9,141.31,51.81,89.5,0.6334
Anna-Kaci,Pants & Capris,Women,10,185.0,95.54,89.46,0.4836
Duofold,Sweaters,Men,6,168.0,78.62,89.38,0.532
Tresics,Tops & Tees,Women,21,191.9,102.62,89.28,0.4652
Cloudveil,Shorts,Women,12,173.04,83.76,89.28,0.516
Badger,Active,Men,5,162.45,73.26,89.19,0.549
G by GUESS,Skirts,Women,4,158.0,68.89,89.11,0.564
JSLV,Pants,Men,3,162.0,72.9,89.1,0.55
UltraClub,Outerwear & Coats,Women,3,149.97,60.89,89.08,0.594
Sassy Sarongs,Swim,Women,6,149.94,60.88,89.06,0.594
Marc Ecko,Tops & Tees,Men,11,198.89,109.94,88.95,0.4472
Gildan,Active,Women,5,149.95,61.03,88.92,0.593
Lily White,Sweaters,Women,5,170.0,81.09,88.91,0.523
Independent,Shorts,Men,5,179.75,90.95,88.8,0.494
Devon & Jones,Plus,Women,4,189.96,101.21,88.75,0.4672
Bottoms Out,Sleep & Lounge,Women,7,244.0,155.29,88.71,0.3636
Dakota,Accessories,Women,7,161.0,72.45,88.55,0.55
NCIS,Accessories,Men,8,151.6,63.07,88.53,0.584
Patty,Intimates,Women,6,179.88,91.38,88.5,0.492
H2W,Accessories,Women,16,145.23,56.77,88.46,0.6091
LOCOMO Leggings,Leggings,Women,20,221.8,133.44,88.36,0.3984
Flint and Tinder USA,Underwear,Men,7,153.65,65.3,88.35,0.575
Broner,Accessories,Men,10,149.08,60.78,88.3,0.5923
Freeze,Tops & Tees,Women,9,217.89,129.64,88.25,0.405
The Posh Contessa,Intimates,Women,6,173.94,85.75,88.19,0.507
Firefly,Fashion Hoodies & Sweatshirts,Men,4,199.96,111.78,88.18,0.441
Fratelli Orsini,Accessories,Women,2,151.9,63.8,88.1,0.58
Wigwam,Active,Women,13,147.77,59.72,88.05,0.5959
Soft Touch Linen,Sleep & Lounge,Men,4,159.96,71.98,87.98,0.55
Mimi San,Sweaters,Women,7,159.93,71.95,87.98,0.5501
Woman Within,Sleep & Lounge,Women,7,209.93,121.97,87.96,0.419
PPU,Underwear,Men,9,171.0,83.11,87.89,0.514
Billabong,Pants & Capris,Women,5,197.5,109.61,87.89,0.445
Dr. Rey Shapewear,Plus,Women,7,177.87,90.18,87.69,0.493
Fennco,Plus,Women,8,163.92,76.4,87.52,0.5339
Taxi Wallet,Accessories,Women,3,147.0,59.53,87.47,0.595
Planet Earth,Skirts,Women,5,144.8,57.34,87.46,0.604
Agan Traders,Skirts,Women,4,147.96,60.52,87.44,0.591
FoxRiver,Accessories,Women,10,148.78,61.38,87.4,0.5874
Flexees,Tops & Tees,Women,5,200.0,112.6,87.4,0.437
Jumpin Jammerz,Fashion Hoodies & Sweatshirts,Men,4,199.96,112.58,87.38,0.437
icebreaker,Socks,Men,7,213.36,126.1,87.26,0.409
Modus Vivendi,Underwear,Men,5,160.0,72.8,87.2,0.545
Polo Ralph Lauren,Accessories,Women,4,135.92,48.8,87.12,0.641
Belly Button,Maternity,Women,6,149.94,62.82,87.12,0.581
Chestnut Hill,Plus,Women,6,179.94,92.85,87.09,0.484
D.E.P.T.,Shorts,Women,2,178.0,90.96,87.04,0.489
Converse,Swim,Men,6,194.1,107.14,86.96,0.448
Bud Light,Swim,Women,3,151.47,64.53,86.94,0.574
Tribal,Leggings,Women,3,207.0,120.06,86.94,0.42
Ouran High School,Fashion Hoodies & Sweatshirts,Men,3,196.29,109.53,86.76,0.442
Antique Rivet,Fashion Hoodies & Sweatshirts,Men,2,190.0,103.36,86.64,0.456
WeekenderÂ®,Shorts,Women,4,159.96,73.42,86.54,0.541
Escargot Sportswear,Fashion Hoodies & Sweatshirts,Women,4,159.8,73.35,86.45,0.541
Freestyle,Shorts,Women,5,190.0,103.55,86.45,0.455
FEA,Fashion Hoodies & Sweatshirts,Men,5,193.4,107.14,86.26,0.446
Rimann & Associates,Sleep & Lounge,Women,7,202.93,116.68,86.25,0.425
Edwards,Sweaters,Women,3,164.85,78.63,86.22,0.523
Falcon Bay,Shorts,Men,7,174.16,87.95,86.21,0.495
Orvis,Sleep & Lounge,Women,4,236.0,149.86,86.14,0.365
I-Pink,Intimates,Women,7,174.93,88.89,86.04,0.4919
Gem Avenue,Plus,Women,12,181.96,95.93,86.03,0.4728
ColdPruf,Tops & Tees,Men,10,199.9,113.94,85.96,0.43
K. Bell,Plus,Women,17,170.73,84.82,85.91,0.5032
UltraClub,Tops & Tees,Women,5,219.95,134.17,85.78,0.39
Paul Fredrick,Tops & Tees,Men,3,193.5,107.78,85.72,0.443
Plan B,Pants,Men,3,150.0,64.35,85.65,0.571
Out of Print,Tops & Tees,Men,7,196.0,110.35,85.65,0.437
Sons of Anarchy,Swim,Men,7,237.65,152.1,85.55,0.36
Nintendo,Fashion Hoodies & Sweatshirts,Women,6,167.7,82.17,85.53,0.51
BeltsandStuds,Accessories,Women,9,134.91,49.5,85.41,0.6331
MV Sport,Fashion Hoodies & Sweatshirts,Women,5,164.5,79.12,85.38,0.519
URBAN,Fashion Hoodies & Sweatshirts,Women,6,149.94,64.62,85.32,0.569
Smith,Accessories,Women,2,147.98,62.74,85.24,0.576
True Soulmate,Shorts,Women,7,174.93,89.74,85.19,0.487
White Sierra,Fashion Hoodies & Sweatshirts,Women,4,159.8,74.63,85.17,0.533
Gipsy Hosiery,Socks & Hosiery,Women,8,143.6,58.43,85.17,0.5931
BCBGeneration,Blazers & Jackets,Women,2,128.46,43.29,85.17,0.663
Valmont,Active,Women,7,140.0,54.88,85.12,0.608
Living Dead Souls,Skirts,Women,5,145.0,59.88,85.12,0.587
Sanctuary,Skirts,Women,6,150.0,64.95,85.05,0.567
Zobha,Skirts,Women,2,135.9,50.96,84.94,0.625
eVogues Apparel,Jumpsuits & Rompers,Women,6,179.94,95.01,84.93,0.472
Aqua,Sweaters,Women,9,155.31,70.41,84.9,0.5467
DECKY,Accessories,Men,10,133.4,48.58,84.82,0.6358
Pretty Pushers,Maternity,Women,5,144.75,59.93,84.82,0.586
Thomas Bates Designs,Accessories,Men,10,144.5,59.7,84.8,0.5868
Patterson J. Kincaid,Shorts,Women,2,161.84,77.04,84.8,0.524
Wallflower,Dresses,Women,6,145.5,60.82,84.68,0.582
PGA Tour,Shorts,Men,3,165.0,80.35,84.65,0.513
Josie by Natori,Intimates,Women,7,180.0,95.44,84.56,0.4698
Notations,Blazers & Jackets,Women,5,128.05,43.54,84.51,0.66
34 Heritage,Jeans,Men,1,165.0,80.52,84.48,0.512
Kenneth Cole REACTION,Sweaters,Men,4,159.96,75.5,84.46,0.528
UNIONBAY,Maternity,Women,6,150.0,65.55,84.45,0.563
Aero Tech Designs,Plus,Women,4,159.8,75.43,84.37,0.528
Out Of Print,Tops & Tees,Women,7,196.0,111.72,84.28,0.43
Alternative,Leggings,Women,4,216.0,131.76,84.24,0.39
Authentic Pigment,Tops & Tees,Men,6,179.94,95.73,84.21,0.468
Clever Travel Companion,Underwear,Men,7,174.3,90.11,84.19,0.483
Modadorn,Accessories,Women,11,142.89,58.77,84.12,0.5887
Tommy Hilfiger,Swim,Men,3,208.5,124.47,84.03,0.403
2117 of Sweden,Fashion Hoodies & Sweatshirts,Women,3,161.91,77.88,84.03,0.519
Domo,Accessories,Men,7,132.93,48.92,84.01,0.632
Eddie Bauer,Active,Women,3,149.97,65.99,83.98,0.56
Wolverine,Jeans,Men,4,164.0,80.03,83.97,0.512
Bella,Sweaters,Men,5,157.5,73.55,83.95,0.533
Indigo Rein,Shorts,Women,10,160.66,76.73,83.93,0.5224
Jerzees,Pants,Men,7,162.2,78.42,83.78,0.5165
Parkhurst,Tops & Tees,Women,2,196.0,112.31,83.69,0.427
Discovery Channel,Fashion Hoodies & Sweatshirts,Men,7,174.93,91.31,83.62,0.478
G&G,Accessories,Women,10,147.94,64.35,83.59,0.5651
Carol Wright Gifts,Active,Women,6,149.94,66.35,83.59,0.5575
August Silk,Active,Women,4,140.0,56.42,83.58,0.597
MyEyeglassCase,Accessories,Men,19,140.33,56.78,83.55,0.5953
CW-X,Intimates,Women,3,180.0,96.48,83.52,0.464
indigo,Accessories,Women,6,131.94,48.42,83.52,0.633
Woolrich,Socks & Hosiery,Women,10,132.0,48.49,83.51,0.6326
Pearl iZUMi,Socks & Hosiery,Women,6,139.38,55.89,83.49,0.599
ToeSox,Plus,Women,6,166.92,83.46,83.46,0.5
East of Maui Hawaiian Store,Swim,Women,9,143.55,60.1,83.45,0.5813
Honey Bun,Leggings,Women,11,228.0,144.58,83.42,0.3659
American Rag,Shorts,Men,10,162.2,78.83,83.37,0.514
Lanz,Sleep & Lounge,Women,6,209.94,126.59,83.35,0.397
Gaiam,Intimates,Women,10,180.0,96.66,83.34,0.463
Mina,Skirts,Women,5,149.75,66.49,83.26,0.556
STYLE,Leggings,Women,15,194.85,111.7,83.15,0.4267
DKNY,Pants,Men,5,164.95,81.82,83.13,0.504
NEFF,Plus,Women,10,166.32,83.23,83.09,0.4996
Amazing Apparel,Active,Men,4,139.8,56.76,83.04,0.594
H2W,Accessories,Men,20,132.25,49.22,83.03,0.6278
Hot Chillys,Plus,Women,7,161.0,78.09,82.91,0.515
WESC,Tops & Tees,Women,2,176.0,93.28,82.72,0.47
Isis,Pants & Capris,Women,4,187.52,104.82,82.7,0.441
Icon,Jeans,Women,7,175.0,92.4,82.6,0.472
Mizuno,Accessories,Men,5,139.75,57.16,82.59,0.591
Adventure Time,Accessories,Women,7,132.93,50.38,82.55,0.621
Carve Designs,Shorts,Women,5,172.25,89.74,82.51,0.479
Donna Karan,Intimates,Women,5,180.0,97.56,82.44,0.458
BirthandBaby,Maternity,Women,10,156.0,73.57,82.43,0.5284
Enyce,Jeans,Men,6,179.94,97.53,82.41,0.458
Famous Stars and Straps,Fashion Hoodies & Sweatshirts,Women,3,144.0,61.63,82.37,0.572
Jolie,Intimates,Women,14,167.86,85.56,82.3,0.4903
Invisibelt,Accessories,Women,6,132.0,49.76,82.24,0.623
Tilley,Underwear,Men,7,157.5,75.29,82.21,0.522
Blue Juice,Tops & Tees,Women,2,192.0,109.82,82.18,0.428
The Big Bang Theory,Fashion Hoodies & Sweatshirts,Women,3,143.85,61.71,82.14,0.571
Ear Mitts; EarMitts,Plus,Women,10,180.0,97.92,82.08,0.456
Royal Robbins,Active,Men,2,139.9,57.92,81.98,0.586
Charles River Apparel,Fashion Hoodies & Sweatshirts,Men,5,164.95,83.13,81.82,0.496
Fennco,Accessories,Men,6,131.94,50.14,81.8,0.62
Beardski,Accessories,Men,4,139.8,58.02,81.78,0.585
Southpole,Sweaters,Men,4,160.0,78.24,81.76,0.511
Caribbean Joe,Swim,Men,11,218.89,137.14,81.75,0.3735
Axis,Shorts,Men,6,150.0,68.25,81.75,0.545
Reebok,Maternity,Women,5,149.95,68.23,81.72,0.545
Sheer Delights,Accessories,Men,9,125.91,44.19,81.72,0.649
Aviator,Accessories,Men,9,134.55,52.85,81.7,0.6072
Fever,Sweaters,Women,2,141.54,59.87,81.67,0.577
MANGO,Skirts,Women,3,139.97,58.31,81.66,0.5834
Tommy Bahama,Socks,Men,13,193.0,111.39,81.61,0.4229
The Hunger Games,Tops & Tees,Men,10,199.5,117.9,81.6,0.409
Elita,Sweaters,Women,5,160.0,78.4,81.6,0.51
Big Feet Pjs,Sleep & Lounge,Women,5,199.95,118.37,81.58,0.408
Hello Kitty,Intimates,Women,10,179.3,97.83,81.47,0.4544
Kovac Industries,Jeans,Women,4,160.0,78.56,81.44,0.509
Devon & Jones,Active,Women,5,137.18,55.77,81.41,0.5935
Island Passport,Shorts,Men,3,165.0,83.66,81.34,0.493
Miraclebody,Leggings,Women,3,219.0,137.75,81.25,0.371
Sansabelt,Pants,Men,2,159.0,77.75,81.25,0.511
Macks Prairie Wings,Fashion Hoodies & Sweatshirts,Men,4,179.96,98.8,81.16,0.451
Star Vixen,Plus,Women,3,150.0,68.85,81.15,0.541
Maggie's Organics,Fashion Hoodies & Sweatshirts,Women,6,150.0,68.85,81.15,0.541
John Ashford,Tops & Tees,Men,8,203.84,122.71,81.13,0.398
Scooby Doo,Sleep & Lounge,Men,7,125.93,44.83,81.1,0.644
HOT,Intimates,Women,12,179.88,98.81,81.07,0.4507
Gloria Vanderbilt,Shorts,Women,8,154.8,73.87,80.93,0.5228
Zoot,Socks & Hosiery,Women,3,135.0,54.13,80.87,0.599
Storm Creek,Sweaters,Men,6,152.88,72.01,80.87,0.529
Oiselle Running,Active,Women,3,132.0,51.22,80.78,0.612
Elan,Tops & Tees,Women,5,199.95,119.17,80.78,0.404
ascension,Intimates,Women,11,164.89,84.21,80.68,0.4893
Icebreaker,Socks & Hosiery,Women,6,143.7,63.08,80.62,0.561
ThatsRad,Socks & Hosiery,Women,14,127.86,47.29,80.57,0.6301
Mimi San,Skirts,Women,4,129.96,49.47,80.49,0.6193
Sutton Studio,Shorts,Women,4,159.96,79.5,80.46,0.503
Footprint,Socks,Men,9,179.55,99.11,80.44,0.448
Vigoss,Shorts,Women,6,150.0,69.6,80.4,0.536
Joe Snyder,Underwear,Men,7,154.0,73.61,80.39,0.522
Cortland,Intimates,Women,4,159.96,79.66,80.3,0.502
Brookstone,Swim,Men,5,199.95,119.77,80.18,0.401
Fullness,Underwear,Men,6,143.94,63.77,80.17,0.557
Bristols 6,Plus,Women,7,175.0,94.85,80.15,0.458
DeFeet,Active,Women,13,145.19,65.09,80.1,0.5517
Jack,Jumpsuits & Rompers,Women,3,165.0,84.97,80.03,0.485
Teal Cove,Swim,Men,6,228.0,147.97,80.03,0.351
Kensie,Blazers & Jackets,Women,3,132.81,52.86,79.95,0.602
,Outerwear & Coats,Women,4,143.96,64.06,79.9,0.555
Symphony Designs,Accessories,Women,16,130.56,50.7,79.86,0.6117
Panache,Active,Women,2,136.0,56.17,79.83,0.587
Cherokee,Outerwear & Coats,Women,6,146.16,66.5,79.66,0.545
Resorts Plus,Plus,Women,4,159.96,80.3,79.66,0.498
LAT Sportswear,Dresses,Women,5,157.1,77.45,79.65,0.507
RIOT,Tops & Tees,Men,7,175.0,95.37,79.63,0.455
Sons of Anarchy,Swim,Women,3,149.97,70.34,79.63,0.531
5 Seasons,Pants & Capris,Women,9,158.1,78.47,79.63,0.5037
TopTie,Plus,Women,11,164.89,85.41,79.48,0.482
Inches Off,Plus,Women,3,149.97,70.49,79.48,0.53
ArtsyClothingCompany,Tops & Tees,Women,7,174.65,95.18,79.47,0.455
Mopas,Socks & Hosiery,Women,7,137.93,58.47,79.46,0.5761
J.B. Icelandic (Extreme Cold Activity),Socks,Men,6,198.0,118.6,79.4,0.401
Ouray Sportswear,Leggings,Women,10,189.9,110.52,79.38,0.418
Active Products,Active,Women,7,132.93,53.57,79.36,0.597
G & S,Accessories,Women,14,135.17,55.86,79.31,0.5867
G-Star,Shorts,Women,7,160.55,81.26,79.29,0.4938
Alki'i,Active,Women,6,128.94,49.76,79.18,0.6141
Rampage,Leggings,Women,8,207.92,128.75,79.17,0.3808
Quiksilver,Active,Women,3,148.5,69.35,79.15,0.533
Sag Harbor,Skirts,Women,5,125.0,45.87,79.13,0.633
Lizatards,Fashion Hoodies & Sweatshirts,Women,3,156.0,76.91,79.09,0.507
SockGuy,Active,Men,11,138.04,58.98,79.06,0.5727
Bass,Tops & Tees,Men,8,201.6,122.57,79.03,0.392
Field and Stream,Outerwear & Coats,Men,2,140.0,61.04,78.96,0.564
Civil Society,Shorts,Men,5,149.5,70.56,78.94,0.528
Roamans,Plus,Women,5,144.95,66.1,78.85,0.544
Red Kap,Jeans,Men,8,162.89,84.07,78.82,0.4839
Jaxon,Accessories,Men,6,127.17,48.36,78.81,0.6197
HeatMax,Accessories,Men,5,125.0,46.25,78.75,0.63
Lobers,Plus,Women,7,162.95,84.21,78.74,0.4832
SlimMe,Intimates,Women,6,180.0,101.27,78.73,0.4374
Mountain Mama,Maternity,Women,5,134.9,56.25,78.65,0.583
Dare to Wear,Tops & Tees,Women,3,197.97,119.38,78.59,0.397
Dimrs,Intimates,Women,6,179.7,101.17,78.53,0.437
Panda Apparel,Sleep & Lounge,Women,7,209.93,131.42,78.51,0.374
SOLOW,Sleep & Lounge,Women,3,185.7,107.33,78.37,0.422
Ezekiel,Swim,Men,4,177.24,99.08,78.16,0.441
AGB,Pants & Capris,Women,4,168.0,89.88,78.12,0.465
Khakis & Co,Shorts,Women,7,156.81,78.74,78.07,0.4979
Grane,Shorts,Women,9,145.98,67.92,78.06,0.5347
Dakine,Plus,Women,5,150.0,72.0,78.0,0.52
Konflict,Tops & Tees,Men,7,160.93,83.04,77.89,0.484
Bianca NygÃ¥rd,Leggings,Women,5,174.95,97.1,77.85,0.445
Independent Trading Co,Fashion Hoodies & Sweatshirts,Women,4,147.96,70.13,77.83,0.526
Monty Q,Dresses,Women,4,139.96,62.14,77.82,0.556
Universal Textiles,Socks & Hosiery,Women,14,128.3,50.48,77.82,0.6065
Lamaze,Plus,Women,6,150.0,72.3,77.7,0.518
Out of Print Clothing,Tops & Tees,Women,6,179.7,102.07,77.63,0.432
Gold Toe,Active,Women,13,130.0,52.49,77.51,0.5962
College Classics,Fashion Hoodies & Sweatshirts,Women,4,159.8,82.3,77.5,0.485
Ozone,Plus,Women,13,163.66,86.23,77.43,0.4731
Monarchy,Fashion Hoodies & Sweatshirts,Men,7,174.93,97.61,77.32,0.442
Samanthas Style Shoppe,Sleep & Lounge,Women,8,199.76,122.45,77.31,0.387
Enyce,Pants,Men,5,149.95,72.73,77.22,0.515
Stormy Kromer,Plus,Women,3,146.79,69.58,77.21,0.526
Full Tilt,Shorts,Women,7,160.93,83.82,77.11,0.4791
BCBGMAXAZRIA,Shorts,Women,4,162.88,85.83,77.05,0.473
Teez-Her,Tops & Tees,Women,9,179.1,102.09,77.01,0.43
Teezâˆ’Her,Pants & Capris,Women,4,160.0,83.04,76.96,0.481
Jedzebel,Fashion Hoodies & Sweatshirts,Women,2,139.9,62.95,76.94,0.55
Rig'Em Right,Fashion Hoodies & Sweatshirts,Men,5,189.95,113.02,76.93,0.405
Osgoode Marley,Accessories,Women,3,119.97,43.07,76.9,0.641
MJC International,Sleep & Lounge,Men,5,125.0,48.12,76.88,0.615
Bravado,Fashion Hoodies & Sweatshirts,Men,7,188.86,111.99,76.87,0.407
BBW Boutique,Tops & Tees,Women,3,180.0,103.14,76.86,0.427
La Leche League,Sleep & Lounge,Women,3,195.0,118.17,76.83,0.394
Sleepshirt,Sleep & Lounge,Women,7,209.93,133.1,76.83,0.366
Wolford,Socks & Hosiery,Women,4,128.0,51.2,76.8,0.6
Gongshow,Pants & Capris,Women,4,159.96,83.18,76.78,0.48
Hot Chillys,Tops & Tees,Men,5,184.95,108.2,76.75,0.415
TractionSocks,Active,Men,6,144.0,67.25,76.75,0.533
HUE,Jeans,Women,4,156.0,79.25,76.75,0.492
Michael Stars,Plus,Women,4,151.96,75.22,76.74,0.505
LCW Men's,Pants,Men,8,143.92,67.26,76.66,0.5326
TVTimeDirect,Intimates,Women,5,160.0,83.49,76.51,0.4782
Classroom Uniforms,Pants,Men,5,143.7,67.25,76.45,0.532
Marshal,Plus,Women,10,162.15,85.75,76.4,0.4712
Cool Kaftans,Dresses,Women,4,139.92,63.52,76.4,0.546
Pacman,Fashion Hoodies & Sweatshirts,Men,4,171.96,95.61,76.35,0.444
Jessica London,Sweaters,Women,3,134.97,58.71,76.26,0.565
Croakies,Plus,Women,15,158.99,82.74,76.25,0.4796
aler,Socks,Men,9,178.28,102.04,76.24,0.4276
Anna-Kaci,Jumpsuits & Rompers,Women,6,156.4,80.21,76.19,0.4872
Black Hearts Brigade,Jumpsuits & Rompers,Women,6,149.4,73.21,76.19,0.51
Stacy Adams,Sleep & Lounge,Men,4,119.8,43.61,76.19,0.636
ExOfficio,Socks,Men,10,189.46,113.32,76.14,0.4019
Petrol Jeans,Jeans,Men,3,179.97,103.84,76.13,0.423
Samanthas Style Shoppe,Skirts,Women,9,125.73,49.69,76.04,0.6048
Jaxon,Plus,Women,4,160.0,84.0,76.0,0.475
