brand,category,department,units_sold_90d,sales_dollars_90d,inventory_units,inventory_cost,unit_cover_ratio,action_flag
SWG EYEWEARÂ®,Accessories,Men,1,10.489999771118164,16,71.499838279876727,16,Markdown Risk
SWG EYEWEARÂ®,Plus,Women,1,10.489999771118164,12,57.149518741797216,12,Markdown Risk
Seinfeld,Tops & Tees,Men,2,10,19,48.8299998641014,9.5,Markdown Risk
AJs,Socks & Hosiery,Women,1,10,23,89.189999587833881,23,Markdown Risk
L'eggs,Leggings,Women,1,10,11,60.7200001180172,11,Markdown Risk
Carol Wright Gifts,Pants & Capris,Women,1,9.9899997711181641,2,11.068919737169443,2,Margin Watch
Slicon Bra,Intimates,Women,1,9.9899997711181641,21,108.46142731808465,21,Markdown Risk
ThatsRad,Accessories,Men,1,9.9899997711181641,46,369.157584321107,46,Markdown Risk
ShoSho Fashion,Shorts,Women,1,9.9899997711181641,10,49.750198850678451,10,Markdown Risk
BBC,Accessories,Men,1,9.9899997711181641,8,31.0089591621244,8,Markdown Risk
Bag Girls,Plus,Women,1,9.9899997711181641,3,14.505479644887597,3,Markdown Risk
ShoSho Fashion,Skirts,Women,1,9.9899997711181641,16,66.0139182922411,16,Markdown Risk
Annabelle,Jumpsuits & Rompers,Women,1,9.9899997711181641,13,68.571358336511423,13,Markdown Risk
Fox River Socks,Socks & Hosiery,Women,1,9.9899997711181641,21,93.212097537168873,21,Markdown Risk
Fox River Socks,Active,Women,1,9.9899997711181641,14,76.154039022176534,14,Markdown Risk
Velvet,Socks & Hosiery,Women,1,9.9899997711181641,10,36.893069061402528,10,Markdown Risk
Alki'i,Accessories,Men,1,9.9899997711181641,42,163.52058542148,42,Markdown Risk
AN1225,Accessories,Women,1,9.9899997711181641,24,98.581767757918243,24,Markdown Risk
Velvet,Leggings,Women,1,9.9899997711181641,26,199.48499698899695,26,Markdown Risk
Buster Brown,Socks & Hosiery,Women,1,9.9899997711181641,4,14.905079570977094,4,Markdown Risk
DeFeet,Socks & Hosiery,Women,1,9.9899997711181641,10,36.363599172824628,10,Markdown Risk
Wayfarers,Plus,Women,1,9.9899997711181641,6,27.212759371166825,6,Markdown Risk
Teramasu,Plus,Women,1,9.9700002670288086,12,59.102161576707061,12,Markdown Risk
Gary Majdell Sport,Underwear,Men,1,9.9700002670288086,17,85.12230214158518,17,Markdown Risk
e.g. smith,Socks & Hosiery,Women,1,9.9700002670288086,5,20.837300445181128,5,Markdown Risk
DPC/Scalar,Plus,Women,1,9.9600000381469727,12,65.018880220527649,12,Markdown Risk
Crescent,Socks & Hosiery,Women,1,9.9499998092651367,10,36.416998969793326,10,Markdown Risk
AN1225,Plus,Women,1,9.9499998092651367,4,20.536799636569619,4,Markdown Risk
Flip,Plus,Women,1,9.9499998092651367,11,50.894249008081843,11,Markdown Risk
Activewear Apparel,Accessories,Women,2,9.8999996185302734,11,19.928699050354961,5.5,Markdown Risk
106Shades,Plus,Women,1,9.8999996185302717,8,37.619998520910741,8,Markdown Risk
Spicy Spot,Intimates,Women,1,9.8999996185302717,10,47.915998078450571,10,Markdown Risk
Xfy,Dresses,Women,1,9.8999996185302717,11,43.668898375755539,11,Markdown Risk
World's Softest,Socks,Men,1,9.7899999618530273,32,151.83493846160678,32,Markdown Risk
Pop Fashionwear,Accessories,Women,1,9.25,11,36.731749766506255,11,Markdown Risk
Nvie Designs,Plus,Women,2,9.1599998474121112,8,17.000959773578643,4,Markdown Risk
California Costumes,Intimates,Women,1,9.09000015258789,15,74.447101261885464,15,Markdown Risk
PowerSox,Socks,Men,1,9,11,61.87500018440187,11,Markdown Risk
Cheerleading Company,Intimates,Women,1,9,18,111.80399797813598,18,Markdown Risk
Tommy Hilfiger,Intimates,Women,1,9,19,84.375000083819032,19,Markdown Risk
Bundle Monster,Intimates,Women,1,8.9899997711181641,19,83.091677788980007,19,Markdown Risk
Elements of Style,Accessories,Men,1,8.9899997711181641,22,71.2007980693698,22,Markdown Risk
Bonus,Leggings,Women,1,8.9899997711181641,10,53.130898816099759,10,Markdown Risk
Elements of Style,Accessories,Women,1,8.9899997711181641,12,37.865879013444186,12,Markdown Risk
Elements of Style,Plus,Women,1,8.9899997711181641,14,62.300698427914845,14,Markdown Risk
D&Y,Plus,Women,1,8.9899997711181641,10,49.265198783236734,10,Markdown Risk
Zulu LAX,Socks & Hosiery,Women,1,8.9899997711181641,18,68.449858174103625,18,Markdown Risk
UniformTux,Accessories,Men,2,8.9799995422363281,19,30.527728874862657,9.5,Markdown Risk
Urban Boundaries Eyewear,Accessories,Men,3,8.97000002861023,25,47.95897951506867,8.33,Markdown Risk
Turtle Fur,Accessories,Women,1,8.9499998092651367,15,47.92724858251961,15,Markdown Risk
July Women,Socks & Hosiery,Women,1,8.9499998092651367,17,57.05624850066377,17,Markdown Risk
Croakies,Accessories,Men,1,8.9399995803833,11,36.7791580744052,11,Markdown Risk
Foot Traffic,Accessories,Women,1,8.7700004577636719,8,27.572881319503182,8,Markdown Risk
Croakies,Plus,Women,1,8.6700000762939453,34,166.08701737791623,34,Markdown Risk
Trendy Trends,Active,Women,1,8.6499996185302734,7,26.823648928041006,7,Markdown Risk
Port Authority,Accessories,Men,1,8.6400003433227557,28,89.546581993973021,28,Markdown Risk
Big and Tall Guys,Socks,Men,1,8.630000114440918,15,76.116601188761749,15,Markdown Risk
Fruit of the Loom,Shorts,Men,1,8.4899997711181641,14,54.794458427154431,14,Markdown Risk
Universal Textiles,Socks & Hosiery,Women,1,8.4499998092651367,29,106.27289742276665,29,Markdown Risk
Worlds Softest Sock,Socks & Hosiery,Women,1,8.3900003433227557,10,30.120101012492167,10,Markdown Risk
MCap,Plus,Women,2,8.3000001907348633,10,19.42200038324296,5,Markdown Risk
Travelwell,Accessories,Men,1,8,11,32.647999942302711,11,Markdown Risk
Excell,Socks & Hosiery,Women,1,7.9899997711181632,14,49.8895584141785,14,Markdown Risk
High Style,Intimates,Women,1,7.9899997711181632,9,40.844878693870157,9,Markdown Risk
Fitness Etc.,Intimates,Women,1,7.9899997711181632,21,378.8087858517415,21,Markdown Risk
Leather in Chicago,Accessories,Men,1,7.9899997711181632,7,24.105829197784963,7,Markdown Risk
Yimei,Intimates,Women,2,7.9800000190734863,18,41.583779959195567,9,Markdown Risk
MyEyeglassCase,Accessories,Men,1,7.9499998092651358,34,99.787726822444739,34,Markdown Risk
Safe-T-Gard,Active,Men,1,7.9499998092651358,27,81.288748594671489,27,Markdown Risk
Dasha,Accessories,Women,2,7.9000000953674316,7,11.170600098901055,3.5,Markdown Risk
Tresics,Tops & Tees,Women,1,7.9000000953674308,20,98.52949731865526,20,Markdown Risk
Soho Girls,Skirts,Women,1,7.690000057220459,5,14.880150043113527,5,Markdown Risk
Ivory Falcon,Accessories,Men,1,7.4899997711181632,24,57.572478364069468,24,Markdown Risk
Body Wrappers,Accessories,Women,1,7.1999998092651367,13,34.538398992991446,13,Markdown Risk
Lorraine,Intimates,Women,1,7,2,6.9299999885261059,2,Margin Watch
SkidDERS,Socks & Hosiery,Women,1,6.9899997711181641,33,101.0544261600522,33,Markdown Risk
ThatsRad,Socks,Men,1,6.9899997711181641,5,20.620499384690074,5,Markdown Risk
Level 33,Intimates,Women,1,6.9899997711181641,22,88.901277031407957,22,Markdown Risk
Ecosox,Socks,Men,1,6.9899997711181641,19,93.120557526892568,19,Markdown Risk
Kalon,Plus,Women,1,6.9899997711181641,28,116.65184673821133,28,Markdown Risk
MyEyeglassCase,Accessories,Women,1,6.9499998092651367,22,58.42491811732571,22,Markdown Risk
AN1225,Leggings,Women,1,6.9499998092651367,26,107.60486786433412,26,Markdown Risk
L.O.G.A.,Accessories,Men,1,6.75,13,36.2407498927787,13,Markdown Risk
Selini NY,Accessories,Women,1,6.4099998474121085,8,18.665919558720589,8,Markdown Risk
Blue Q,Plus,Women,1,6.3899998664855957,18,60.500518797587134,18,Markdown Risk
Blue Q,Accessories,Women,1,6.3899998664855957,4,9.7383597740525012,4,Markdown Risk
Bunheads,Intimates,Women,1,6,16,49.535999894142151,16,Markdown Risk
FASH Limited,Accessories,Men,1,6,5,13.13999991863966,5,Markdown Risk
Chances R,Leggings,Women,1,5.9899997711181641,9,31.645168856689629,9,Markdown Risk
LabelShopper,Tops & Tees,Men,1,5.9899997711181641,34,174.88531491706533,34,Markdown Risk
NYfashion101,Accessories,Women,1,5.9899997711181641,8,19.934719203292133,8,Markdown Risk
Tabi Socks,Socks & Hosiery,Women,1,5.9899997711181641,10,25.697098878854518,10,Markdown Risk
Alivila.Y Fashion,Intimates,Women,2,5.9800000190734863,41,79.512699691458749,20.5,Markdown Risk
Alivila.Y Fashion,Sleep & Lounge,Women,2,5.9800000190734863,11,21.312720130710602,5.5,Markdown Risk
LabelShopper,Socks,Men,2,5.9800000190734863,13,23.399740136247821,6.5,Markdown Risk
Rooster,Accessories,Men,1,5.2899999618530273,17,32.19493968475372,17,Markdown Risk
Trenway Textiles,Socks,Men,1,5.1999998092651367,8,26.207999072790138,8,Markdown Risk
beltiscool,Accessories,Women,1,5.0900001525878906,13,28.320760807586609,13,Markdown Risk
Kendall Drive,Plus,Women,1,4.9899997711181641,6,14.550839319642485,6,Markdown Risk
Loravicci,Shorts,Women,1,4.9899997711181641,7,18.4779691233027,7,Markdown Risk
Kendall Drive,Accessories,Women,1,4.9899997711181641,6,11.46701940175474,6,Markdown Risk
Bajer,Intimates,Women,1,4.9899997711181641,10,24.450998889632523,10,Markdown Risk
Gloves Online,Accessories,Women,1,4.9499998092651367,12,21.443399037426715,12,Markdown Risk
Medi,Socks,Men,1,4.8899998664855957,8,22.650479450930359,8,Markdown Risk
Wise Guy Productions,Accessories,Men,1,4.7399997711181641,20,34.886398030078425,20,Markdown Risk
Nvie Designs,Accessories,Women,1,4.5799999237060556,9,17.394839643899203,9,Markdown Risk
X-Loop,Accessories,Men,1,4.2699999809265137,11,16.533439836559296,11,Markdown Risk
MCap,Accessories,Women,1,4.1500000953674316,12,21.015600402796267,12,Markdown Risk
H2W,Plus,Women,1,4.0100002288818359,26,223.93389662807121,26,Markdown Risk
HDE,Socks & Hosiery,Women,1,3.9500000476837158,6,8.3898000638455148,6,Markdown Risk
DesignSK,Intimates,Women,1,3.75,29,148.40549946064129,29,Markdown Risk
Greatlookz,Accessories,Men,1,3.5,4,6.0899999812245369,4,Markdown Risk
Chasse,Socks & Hosiery,Women,1,3.3900001049041748,15,21.407850572300703,15,Markdown Risk
Nice Shades,Accessories,Men,1,3,11,13.958999952301383,11,Markdown Risk
Eros,Plus,Women,1,2.9500000476837158,9,12.478500219505278,9,Markdown Risk
HDE,Accessories,Women,1,2.9500000476837158,5,5.9295000752662306,5,Markdown Risk
Palmetto Fundraising,Active,Women,1,1.950000047683716,9,8.2485002461597325,9,Markdown Risk
Star,Plus,Women,1,1.8200000524520876,17,15.160600443841515,17,Markdown Risk
Extenders,Intimates,Women,1,1.75,3,3.0397499897517264,3,Markdown Risk
Urban Boundaries Eyewear,Accessories,Women,1,1.7200000286102295,14,9.0300001053512062,14,Markdown Risk
Made in USA,Accessories,Women,3,1.4700000286102293,7,1.241660023246109,2.33,Markdown Risk
Plastics Made in U.S.A.,Accessories,Men,0,0,12,17.957760004928112,,Markdown Risk
Zimmerli of Switzerland,Underwear,Men,0,0,20,946.631990680471,,Markdown Risk
Vine Branch,Accessories,Men,0,0,15,24.235199443991494,,Markdown Risk
ASICS,Accessories,Women,0,0,14,115.49999942630529,,Markdown Risk
ALL BLACK,Accessories,Women,0,0,5,22.175999092400076,,Markdown Risk
Alpine Swiss,Accessories,Men,0,0,9,35.963999042049046,,Markdown Risk
AmeriBag,Accessories,Women,0,0,15,523.66047932696347,,Markdown Risk
Amicale,Accessories,Men,0,0,12,227.39999927580357,,Markdown Risk
Anne Klein,Accessories,Women,0,0,8,106.04463869731185,,Markdown Risk
Arnette,Accessories,Men,0,0,27,1137.2124120343137,,Markdown Risk
Aviators,Accessories,Women,0,0,2,7.0843998392879968,,Markdown Risk
Bailey,Accessories,Men,0,0,14,368.39699937030667,,Markdown Risk
Bargain Headbands,Accessories,Women,0,0,10,30.686098947295548,,Markdown Risk
Barmah Hats,Accessories,Men,0,0,14,422.603998079896,,Markdown Risk
Beardski,Accessories,Men,0,0,7,101.5297517697569,,Markdown Risk
Beza,Accessories,Men,0,0,10,138.05250253187492,,Markdown Risk
C.C. Exclusives,Accessories,Women,0,0,15,85.269048249528552,,Markdown Risk
Ties.com,Accessories,Men,0,0,11,23.823799240198731,,Markdown Risk
CTM,Accessories,Men,0,0,31,111.44237844042379,,Markdown Risk
Teramasu,Accessories,Women,0,0,19,104.08508981716969,,Markdown Risk
Blancq-Olibet,Accessories,Women,0,0,9,82.079999774694443,,Markdown Risk
blank apparel,Accessories,Men,0,0,13,22.346999958157539,,Markdown Risk
Star,Accessories,Women,0,0,4,2.9993600763523571,,Markdown Risk
Coloriffics,Accessories,Women,0,0,9,55.196199083524931,,Markdown Risk
CTM,Accessories,Women,0,0,11,25.661900150807952,,Markdown Risk
Knit Caps,Accessories,Women,0,0,4,26.670799575966598,,Markdown Risk
Sakkas,Accessories,Women,0,0,7,43.965669108224958,,Markdown Risk
Calvin Klein,Accessories,Women,0,0,8,112.03199958801271,,Markdown Risk
Canada Goose,Accessories,Women,0,0,5,253.60789972128384,,Markdown Risk
Gravity,Accessories,Women,0,0,12,37.823759663751119,,Markdown Risk
Collection XIIX,Accessories,Women,0,0,27,292.28321794874853,,Markdown Risk
Concepts Touchscreen Gloves,Accessories,Men,0,0,9,74.612068919647768,,Markdown Risk
GirlPROPS,Accessories,Women,0,0,5,11.980649798041583,,Markdown Risk
GirlPROPS,Accessories,Men,0,0,5,10.581449804189802,,Markdown Risk
DG Eyewear,Accessories,Men,0,0,13,52.904148743002146,,Markdown Risk
Dearfoams,Accessories,Women,0,0,11,91.386902970312534,,Markdown Risk
Domo,Accessories,Men,0,0,16,111.81311773777489,,Markdown Risk
Angelina,Accessories,Men,0,0,13,46.118278499351149,,Markdown Risk
Hampton Direct,Accessories,Women,0,0,17,185.07661826182644,,Markdown Risk
Duck Commander,Accessories,Men,0,0,12,180.91476685685458,,Markdown Risk
Ducti,Accessories,Men,0,0,11,59.218500645119683,,Markdown Risk
Eel Skin,Accessories,Men,0,0,8,34.838398768997187,,Markdown Risk
Atti Fashion,Accessories,Women,0,0,16,86.461438324806679,,Markdown Risk
Ecoscapes,Accessories,Women,0,0,40,246.1236466119982,,Markdown Risk
Hollywood Mirror,Accessories,Women,0,0,7,39.558609234932206,,Markdown Risk
Carol Wright Gifts,Accessories,Women,0,0,15,64.13579843679517,,Markdown Risk
FursNewYork,Accessories,Women,0,0,21,366.21900597281024,,Markdown Risk
Fox River Socks,Accessories,Men,0,0,6,79.074358539387,,Markdown Risk
Fox River Socks,Accessories,Women,0,0,2,10.808640017137527,,Markdown Risk
Frost Hats,Accessories,Women,0,0,6,44.64971912203611,,Markdown Risk
G by GUESS,Accessories,Women,0,0,4,38.905999851413071,,Markdown Risk
G&G,Accessories,Women,0,0,25,131.10089872199893,,Markdown Risk
G&G,Accessories,Men,0,0,6,17.261999934911728,,Markdown Risk
GII,Accessories,Men,0,0,10,90.963599181765318,,Markdown Risk
Gaspar Gloves,Accessories,Men,0,0,5,197.99999967217445,,Markdown Risk
HARVEYS,Accessories,Women,0,0,21,1108.2119964510202,,Markdown Risk
TVTimeDirect,Accessories,Women,0,0,10,43.124400181746481,,Markdown Risk
Rasta/NYE,Accessories,Men,0,0,12,43.506720939724453,,Markdown Risk
Hats,Accessories,Women,0,0,22,168.97650595523788,,Markdown Risk
,Accessories,Women,0,0,18,116.59279965541401,,Markdown Risk
IG Clear Lens,Accessories,Women,0,0,10,29.802698971252148,,Markdown Risk
Ibex,Accessories,Women,0,0,11,320.92499881982803,,Markdown Risk
marshal,Accessories,Women,0,0,7,0.058099998445808196,,Markdown Risk
indigo,Accessories,Women,0,0,6,48.421979322988982,,Markdown Risk
Jessica Simpson,Accessories,Women,0,0,18,139.25776843887706,,Markdown Risk
Kangol,Accessories,Women,0,0,6,127.87199950218199,,Markdown Risk
Klondike Sterling,Accessories,Women,0,0,51,1386.0420402380305,,Markdown Risk
Sportsman,Accessories,Men,0,0,8,54.977439197597505,,Markdown Risk
Dance 4 Less,Accessories,Women,0,0,8,23.842159177001719,,Markdown Risk
Wholesale LOCS DG XLOOP CHOPPERS,Accessories,Men,0,0,3,5.20694999639243,,Markdown Risk
Locs,Accessories,Women,0,0,6,8.0808001054644567,,Markdown Risk
Locs,Accessories,Men,0,0,7,10.75304999344684,,Markdown Risk
Lacoste,Accessories,Men,0,0,10,184.49999922886488,,Markdown Risk
Quirinos,Accessories,Women,0,0,14,78.487638376281268,,Markdown Risk
Echomerx,Accessories,Women,0,0,11,60.059999804943793,,Markdown Risk
Winn,Accessories,Men,0,0,9,95.882852754635365,,Markdown Risk
Lee,Accessories,Men,0,0,19,134.45273786062216,,Markdown Risk
DandY,Accessories,Men,0,0,11,55.840398911156115,,Markdown Risk
Ear Mitts; EarMitts,Accessories,Women,0,0,6,40.6079998165369,,Markdown Risk
Malco Modes,Accessories,Women,0,0,13,51.005499849095933,,Markdown Risk
Manzella,Accessories,Women,0,0,22,151.45521559836592,,Markdown Risk
Grandoe,Accessories,Men,0,0,13,398.0710322963194,,Markdown Risk
Yourtack,Accessories,Men,0,0,4,54.187201130169633,,Markdown Risk
Fratelli Orsini,Accessories,Men,0,0,7,247.67609133263085,,Markdown Risk
Fratelli,Accessories,Men,0,0,10,203.31150104342396,,Markdown Risk
Michael Kors,Accessories,Women,0,0,18,614.1948888068855,,Markdown Risk
Mountain Hardwear,Accessories,Women,0,0,17,221.84116071526347,,Markdown Risk
MR,Accessories,Men,0,0,16,93.287998506844062,,Markdown Risk
NCIS,Accessories,Men,0,0,15,118.24800455319503,,Markdown Risk
The Little Alpaca's House,Accessories,Men,0,0,14,60.62083850019409,,Markdown Risk
The Little Alpaca's House,Accessories,Women,0,0,10,45.828298983332516,,Markdown Risk
Okutani,Accessories,Men,0,0,10,46.487698872978974,,Markdown Risk
Original Penguin,Accessories,Men,0,0,3,20.422499924898148,,Markdown Risk
PUMA,Accessories,Men,0,0,8,78.801679055072086,,Markdown Risk
Pearl iZUMi,Accessories,Men,0,0,18,179.90231788482919,,Markdown Risk
Pendleton,Accessories,Women,0,0,4,167.55999845266342,,Markdown Risk
Peter Grimm,Accessories,Men,0,0,13,108.59940362801252,,Markdown Risk
Pistil,Accessories,Women,0,0,4,32.003999926149845,,Markdown Risk
Plain Hats,Accessories,Men,0,0,10,20.00989901019717,,Markdown Risk
MM Collections,Accessories,Men,0,0,5,11.024999991059303,,Markdown Risk
Polo Ralph Lauren,Accessories,Men,0,0,4,134.13659485186042,,Markdown Risk
Ralph Lauren,Accessories,Women,0,0,2,94.195198343086247,,Markdown Risk
Polo Ralph Lauren,Accessories,Women,0,0,10,121.98819746546748,,Markdown Risk
Port Authority,Accessories,Women,0,0,5,9.5287496042531,,Markdown Risk
Port & Company,Accessories,Men,0,0,13,30.735899289714538,,Markdown Risk
Cashmere Boutique,Accessories,Women,0,0,5,71.5749996714294,,Markdown Risk
Ralph by Ralph Lauren,Accessories,Women,0,0,8,181.123205069232,,Markdown Risk
Reward,Accessories,Men,0,0,20,143.96211775740903,,Markdown Risk
ROGUE,Accessories,Men,0,0,7,91.013999643735588,,Markdown Risk
Roxy,Accessories,Women,0,0,6,60.036899291197209,,Markdown Risk
Perry,Accessories,Men,0,0,14,104.62212770328682,,Markdown Risk
SHARKK,Accessories,Men,0,0,9,26.175239254469275,,Markdown Risk
Cuffu Online,Accessories,Women,0,0,8,41.725199074852476,,Markdown Risk
San Diego Hat Company,Accessories,Women,0,0,11,111.15225295926068,,Markdown Risk
Headchange,Accessories,Men,0,0,3,23.341500816833221,,Markdown Risk
Sealed with a Kiss Designs Plus Size,Accessories,Women,0,0,10,84.359999671578407,,Markdown Risk
Wolfmark,Accessories,Women,0,0,10,75.599999651312828,,Markdown Risk
Harley-Davidson,Accessories,Women,0,0,9,34.745399191173178,,Markdown Risk
Stetson,Accessories,Men,0,0,12,415.58399838209152,,Markdown Risk
Steve Madden,Accessories,Women,0,0,22,119.81199955940248,,Markdown Risk
Stand Stewart,Accessories,Men,0,0,10,267.71999889984727,,Markdown Risk
Stormy Kromer,Accessories,Women,0,0,5,106.4227503356561,,Markdown Risk
Taxi Wallet,Accessories,Women,0,0,2,39.689999843016267,,Markdown Risk
Terra Nomad,Accessories,Women,0,0,8,99.527999460697188,,Markdown Risk
The SAK,Accessories,Women,0,0,2,26.669999938458204,,Markdown Risk
Trafalgar,Accessories,Men,0,0,19,449.159998241812,,Markdown Risk
Under Armour,Accessories,Men,0,0,6,253.62329446612,,Markdown Risk
Vince Camuto,Accessories,Women,0,0,5,86.174999456852674,,Markdown Risk
VooDoo Tactical,Accessories,Men,0,0,32,285.39480019375367,,Markdown Risk
VooDoo Tactical,Accessories,Women,0,0,7,17.623059981981811,,Markdown Risk
Solid Color,Accessories,Men,0,0,11,124.8615527830504,,Markdown Risk
Wigwam,Accessories,Men,0,0,12,56.896198741990332,,Markdown Risk
Wayfayrer,Accessories,Men,0,0,12,7.2719999765977263,,Markdown Risk
Wembley,Accessories,Men,0,0,12,59.5461588393116,,Markdown Risk
Florida Hat Company,Accessories,Women,0,0,8,62.68863898316085,,Markdown Risk
Williams Cashmere,Accessories,Men,0,0,23,491.52959200354815,,Markdown Risk
Fashion Gloves,Accessories,Women,0,0,7,15.613709175565248,,Markdown Risk
ScotlandShop,Accessories,Women,0,0,7,89.459999799728408,,Markdown Risk
Fratelli Orsini Everyday,Accessories,Women,0,0,12,307.92095225361277,,Markdown Risk
Fratelli Orsini,Accessories,Women,0,0,15,478.48497856702664,,Markdown Risk
eyewear,Accessories,Women,0,0,9,48.342418156113411,,Markdown Risk
Christopher Kelenc,Accessories,Women,0,0,8,44.062079090459349,,Markdown Risk
DPC/Scalar,Accessories,Women,0,0,16,56.572799694252012,,Markdown Risk
Natashas Cafe,Accessories,Men,0,0,15,140.0099989771843,,Markdown Risk
Texcyngoods,Accessories,Women,0,0,8,41.099999845027916,,Markdown Risk
tabbisocks,Accessories,Women,0,0,7,46.483989287110269,,Markdown Risk
J.B. Icelandic (Extreme Cold Activity),Active,Men,0,0,14,206.51400114968419,,Markdown Risk
ANSAI,Active,Women,0,0,5,309.91286653919303,,Markdown Risk
Alfred Dunner,Active,Women,0,0,4,44.574000276625149,,Markdown Risk
Arc'teryx,Active,Women,0,0,19,1559.7450054557994,,Markdown Risk
Balega,Active,Women,0,0,6,32.193299554538726,,Markdown Risk
Bear Grylls,Active,Men,0,0,9,306.24568998310258,,Markdown Risk
CEP,Active,Men,0,0,4,105.75180170672836,,Markdown Risk
Caterpillar,Active,Men,0,0,18,343.36369441198713,,Markdown Risk
COLD STORAGE,Active,Men,0,0,15,136.73159850593805,,Markdown Risk
Company 81,Active,Men,0,0,6,115.66800065338613,,Markdown Risk
Coolibar,Active,Women,0,0,14,241.89480078090426,,Markdown Risk
Crooks & Castles,Active,Men,0,0,9,321.84000179171562,,Markdown Risk
DC,Active,Women,0,0,8,159.34400075674054,,Markdown Risk
DC,Active,Men,0,0,14,210.70000076666474,,Markdown Risk
Dr. Comfort,Active,Men,0,0,1,4.5953999036461113,,Markdown Risk
Drymax Socks,Active,Men,0,0,8,112.67260295977593,,Markdown Risk
Essential Apparel,Active,Men,0,0,13,51.717898071198135,,Markdown Risk
FootJoy,Active,Men,0,0,8,31.203199475395682,,Markdown Risk
Fox,Active,Women,0,0,19,446.99250199366361,,Markdown Risk
FreshGear AFX,Active,Women,0,0,12,80.736479234386678,,Markdown Risk
Goddess,Active,Women,0,0,1,25.52444073856384,,Markdown Risk
Goodhew,Active,Men,0,0,12,144.46740459192398,,Markdown Risk
Gore,Active,Women,0,0,14,1050.4943772029164,,Markdown Risk
Hard Tail,Active,Women,0,0,8,245.24495308200358,,Markdown Risk
Hawke & Co,Active,Men,0,0,14,138.65000028163195,,Markdown Risk
Heritage,Active,Men,0,0,3,12.88709975163415,,Markdown Risk
Holloway,Active,Men,0,0,9,45.399689310943181,,Markdown Risk
HoodieBuddie,Active,Women,0,0,13,123.45059974069295,,Markdown Risk
Impact Fitness,Active,Women,0,0,12,508.26000184938312,,Markdown Risk
Indera,Active,Men,0,0,8,29.994240935633179,,Markdown Risk
JMS,Active,Women,0,0,4,10.301760293444396,,Markdown Risk
Jerzees,Active,Women,0,0,1,4.5388699227488782,,Markdown Risk
Juicy Couture,Active,Women,0,0,16,772.03200401365757,,Markdown Risk
Keen,Active,Women,0,0,11,79.662000344134881,,Markdown Risk
Amazing Apparel,Active,Men,0,0,10,141.89700357145813,,Markdown Risk
LAT Sportswear,Active,Women,0,0,2,23.138399397468561,,Markdown Risk
Leonisa,Active,Men,0,0,1,24.660000130534169,,Markdown Risk
Moon Shine Attitude Attire,Active,Women,0,0,7,108.05298451853216,,Markdown Risk
Coool,Active,Women,0,0,11,38.320039126235088,,Markdown Risk
Touch of Europe Shirts & Tops,Active,Women,0,0,10,64.214099312165374,,Markdown Risk
Oakley,Active,Men,0,0,12,336.00000187754637,,Markdown Risk
Oiselle Running,Active,Women,0,0,11,187.79200012981892,,Markdown Risk
Olga,Active,Women,0,0,7,41.413959836389829,,Markdown Risk
Game Gear,Active,Men,0,0,6,60.456000074744232,,Markdown Risk
Panache,Active,Women,0,0,8,224.67200085520744,,Markdown Risk
Paradox,Active,Women,0,0,13,168.81370951333724,,Markdown Risk
Pink Lotus,Active,Women,0,0,19,707.10600414220244,,Markdown Risk
point6,Active,Men,0,0,12,99.984754379195167,,Markdown Risk
Polo Ralph Lauren,Active,Men,0,0,4,41.629279418290849,,Markdown Risk
Quiksilver,Active,Women,0,0,5,115.58250004425645,,Markdown Risk
Rampage,Active,Women,0,0,12,69.048000365495682,,Markdown Risk
Rawlings,Active,Men,0,0,7,108.24100560353699,,Markdown Risk
Roxy,Active,Women,0,0,10,244.75920785827492,,Markdown Risk
Royal Robbins,Active,Men,0,0,6,173.75579314802661,,Markdown Risk
Skins,Active,Women,0,0,17,657.03648052551262,,Markdown Risk
Skirt Sports,Active,Women,0,0,10,374.40000143833458,,Markdown Risk
SnowAngel,Active,Women,0,0,5,115.75000081211329,,Markdown Risk
Southpole,Active,Women,0,0,15,153.37500076275322,,Markdown Risk
Speedo,Active,Men,0,0,14,756.232329674654,,Markdown Risk
Sports Katz,Active,Women,0,0,9,60.154379382606933,,Markdown Risk
Sucette Rose,Active,Women,0,0,6,257.54400059580803,,Markdown Risk
TapouT,Active,Women,0,0,2,21.200000098906457,,Markdown Risk
tasc Performance,Active,Women,0,0,5,60.640000104904182,,Markdown Risk
Terramar,Active,Men,0,0,12,212.4720017015934,,Markdown Risk
The North Face,Active,Women,0,0,19,2682.9880043417215,,Markdown Risk
Toezies,Active,Women,0,0,7,43.365000165067613,,Markdown Risk
Tommy Hilfiger,Active,Women,0,0,32,375.43749886421483,,Markdown Risk
True Religion,Active,Women,0,0,9,303.59781569483,,Markdown Risk
Vertx,Active,Men,0,0,5,121.71425219348444,,Markdown Risk
Vigaro,Active,Men,0,0,5,33.952349602201579,,Markdown Risk
Vitalsox,Active,Men,0,0,17,262.85000070929527,,Markdown Risk
Wacoal,Active,Women,0,0,11,304.59000131580979,,Markdown Risk
Weatherproof,Active,Men,0,0,13,213.82763797851709,,Markdown Risk
Aero Tech Designs,Active,Women,0,0,3,50.576701191575,,Markdown Risk
Fila,Active,Women,0,0,15,271.92000092938542,,Markdown Risk
Charles River Apparel,Active,Women,0,0,7,111.58035271011818,,Markdown Risk
007Lingerie,Active,Women,0,0,3,9.6478200437504054,,Markdown Risk
